1.60000000000000000000e+02,2.40000000000000000000e+02,3.20000000000000000000e+02,4.00000000000000000000e+02,4.80000000000000000000e+02,5.60000000000000000000e+02,6.40000000000000000000e+02,7.20000000000000000000e+02,8.00000000000000000000e+02,8.80000000000000000000e+02,9.60000000000000000000e+02,1.04000000000000000000e+03,
1.60000000000086799901e+02,2.39999999999913200099e+02,3.19999999999739600298e+02,3.99999999999566000497e+02,4.79999999999392400696e+02,5.59999999999218744051e+02,6.39999999999045144250e+02,7.19999999998871544449e+02,7.99999999998698058334e+02,8.79999999998524344846e+02,9.59999999998350858732e+02,1.03999999999817714524e+03,
1.60000004882267489847e+02,2.39999995117732510153e+02,3.19999985353197530458e+02,3.99999975588662550763e+02,4.79999965824127627911e+02,5.59999956059592591373e+02,6.39999946295057725365e+02,7.19999936530522745670e+02,7.99999926765987765975e+02,8.79999917001452786280e+02,9.59999907236917806586e+02,1.03999989747238282689e+03,
1.60012069008044733209e+02,2.39987930991955266791e+02,3.19963792975865771950e+02,3.99939654959776305532e+02,4.79915516943686895956e+02,5.59891378927597315851e+02,6.39867240911507906276e+02,7.19843102895418496701e+02,7.99818964879328973439e+02,8.79794826863239336490e+02,9.59770688847149926914e+02,1.03974655083106063103e+03,
1.61307616409759674525e+02,2.38692383590240325475e+02,3.16077150770721004847e+02,3.93461917951201655796e+02,4.70846685131682306746e+02,5.48231452312163014540e+02,6.25616219492643608646e+02,7.03000986673124316439e+02,7.80385753853604910546e+02,8.57770521034085618339e+02,9.35155288214566326133e+02,1.01254005539504692024e+03,
1.67309321576745333005e+02,2.32690678423254666995e+02,2.98072035269764057830e+02,3.63453392116273448664e+02,4.28834748962782782655e+02,4.94216105809292173490e+02,5.59597462655801450637e+02,6.24978819502310898315e+02,6.90360176348820345993e+02,7.55741533195329452610e+02,8.21122890041839127662e+02,8.86504246888348120592e+02,
1.67309321576745333005e+02,2.32690678423254666995e+02,2.98072035269764000986e+02,3.63453392116273505508e+02,4.28834748962782782655e+02,4.94216105809292059803e+02,5.59597462655801564324e+02,6.24978819502310898315e+02,6.90360176348820004932e+02,7.55741533195329225236e+02,8.21122890041838900288e+02,8.86504246888348575339e+02,
1.61307616409759646103e+02,2.38692383590240353897e+02,3.16077150770721004847e+02,3.93461917951201655796e+02,4.70846685131682363590e+02,5.48231452312163014540e+02,6.25616219492643722333e+02,7.03000986673124316439e+02,7.80385753853605024233e+02,8.57770521034085618339e+02,9.35155288214566212446e+02,1.01254005539504692024e+03,
1.60012069008044733209e+02,2.39987930991955266791e+02,3.19963792975865771950e+02,3.99939654959776305532e+02,4.79915516943686782270e+02,5.59891378927597429538e+02,6.39867240911507906276e+02,7.19843102895418496701e+02,7.99818964879328973439e+02,8.79794826863239336490e+02,9.59770688847149926914e+02,1.03974655083106063103e+03,
1.60000004882267489847e+02,2.39999995117732510153e+02,3.19999985353197359927e+02,3.99999975588662550763e+02,4.79999965824127571068e+02,5.59999956059592591373e+02,6.39999946295057611678e+02,7.19999936530522859357e+02,7.99999926765987879662e+02,8.79999917001452672594e+02,9.59999907236917692899e+02,1.03999989747238282689e+03,
1.60000000000087055696e+02,2.39999999999913285365e+02,3.19999999999739543455e+02,3.99999999999565943654e+02,4.79999999999392514383e+02,5.59999999999218744051e+02,6.39999999999045144250e+02,7.19999999998871544449e+02,7.99999999998697944648e+02,8.79999999998524231160e+02,9.59999999998350745045e+02,1.03999999999817714524e+03,
1.60000000000000170530e+02,2.40000000000000170530e+02,3.20000000000000000000e+02,4.00000000000000000000e+02,4.80000000000000000000e+02,5.59999999999999886313e+02,6.39999999999999886313e+02,7.20000000000000000000e+02,8.00000000000000000000e+02,8.80000000000000000000e+02,9.60000000000000000000e+02,1.04000000000000000000e+03,
